CELL_ID,strava_score_raw
다사51505575,6.882352941176471
다사51505600,6.882352941176471
다사51505625,6.882352941176471
다사51505650,301.3573529411765
다사51505675,289.75
다사51505700,58.77777777777778
다사51505725,58.77777777777778
다사51505750,58.77777777777778
다사51505775,58.77777777777778
다사51505800,58.77777777777778
다사51505825,58.77777777777778
다사51506175,23.58333333333333
다사51753775,30.75
다사51754150,572.0
다사51754400,43.0
다사51754425,340.0
다사51754450,112.16666666666669
다사51754475,112.16666666666669
다사51754500,112.16666666666669
다사51754525,50.0
다사51754550,50.0
다사51754600,4.787234042553192
다사51754625,4.787234042553192
다사51754650,766.0
다사51754675,766.0
다사51754700,4085.125
다사51754725,44.125
다사51755200,88.33333333333333
다사51755225,90.83333333333331
다사51755250,2.5
다사51755275,2.5
다사51755650,289.75
다사51755675,289.75
다사51756150,1319.5
다사52003775,30.75
다사52003800,30.75
다사52004150,572.0
다사52004400,43.0
다사52004425,113.23809523809524
다사52004450,112.16666666666669
다사52004600,4.787234042553192
다사52004625,1016.7872340425532
다사52004650,1782.787234042553
다사52004675,1945.537234042553
다사52004700,4085.125
다사52005200,88.33333333333333
다사52005350,2981.333333333333
다사52005375,678.0
다사52005400,1424.4285714285716
다사52005650,289.75
다사52005850,188.58333333333331
다사52005875,188.58333333333331
다사52006150,1319.5
다사52253800,30.75
다사52254250,8.333333333333334
다사52254275,8.333333333333334
다사52254300,196.33333333333331
다사52254325,196.33333333333331
다사52254350,196.33333333333331
다사52254375,73.19047619047619
다사52254400,378.3047619047619
다사52254425,400.6380952380952
다사52254450,1.0714285714285714
다사52254575,4.787234042553192
다사52254600,4.787234042553192
다사52254650,1012.0
다사52254675,5994.112234042554
다사52254700,2915.1622340425533
다사52254900,78.2
다사52254925,207.2
다사52254950,207.2
다사52254975,16.4
다사52255325,2981.333333333333
다사52255350,3026.833333333333
다사52255375,45.5
다사52255400,746.4285714285714
다사52255425,746.4285714285714
다사52255750,2.583333333333333
다사52255775,2.583333333333333
다사52255825,2.583333333333333
다사52255850,2.583333333333333
다사52255875,188.58333333333331
다사52503800,30.75
다사52503825,0.7586206896551724
다사52503850,0.7586206896551724
다사52504225,8.333333333333334
다사52504250,8.333333333333334
다사52504350,34.69047619047619
다사52504375,231.59047619047615
다사52504400,205.23333333333332
다사52504450,1.0714285714285714
다사52504475,1.0714285714285714
다사52504500,1.0714285714285714
다사52504550,4.787234042553192
다사52504575,4.787234042553192
다사52504675,896.9872340425533
다사52504925,78.2
다사52504950,94.6
다사52504975,16.4
다사52505275,678.0
다사52505300,923.5
다사52505325,923.5
다사52505350,245.5
다사52505375,45.5
다사52505400,45.5
다사52505425,1610.9285714285716
다사52505450,1610.9285714285716
다사52505725,408.3333333333333
다사52505775,2.583333333333333
다사52505800,2.583333333333333
다사52505825,2.583333333333333
다사52505875,186.0
다사52753900,374.3586206896552
다사52753925,374.3586206896552
다사52753950,991.0252873563218
다사52753975,617.4252873563217
다사52754000,617.4252873563217
다사52754075,19.5
다사52754300,25.285714285714285
다사52754325,26.357142857142858
다사52754350,26.357142857142858
다사52754375,675.4
다사52754500,1.0714285714285714
다사52754525,1.0714285714285714
