역사명,호선,환승역수,공원수,공원면적합산(㎡),도시자연공원수,한강공원수,daily_avg,위도,경도,러닝_segment수,보정_이용자수합계,보정_누적기록합계,거리보정_이용자수합계,거리보정_누적기록합계,평균_segment_매핑역수,평균_코스거리,평균_경사,평균_역_segment거리_m,최소_역_segment거리_m
신길,경부선,2,3,297539,0,0,25543,37.516862,126.917865,4.0,3927.3888888888887,53612.77777777778,2764.415549010674,37493.3929415487,4.75,3.4524999999999997,0.19999999999999998,422.5975,183.11
보문,6호선,2,4,579153,0,0,18886,37.585274,127.019351,8.0,8875.916666666666,123164.75,13190.087171930449,185990.68568149672,3.75,0.62075,0.062499999999999965,424.6225,155.62
도곡,분당선,2,8,728676,0,0,25889,37.491224,127.055186,4.0,415.5833333333333,1754.75,313.35124011875087,1324.184967670037,4.75,3.7024999999999997,0.3,670.4675,372.6
효창공원앞,6호선,2,1,171277,0,0,20723,37.539233,126.961384,3.0,547.3333333333333,19320.5,571.1753665692262,24869.433589932567,2.0,0.6333333333333334,2.5,378.17,42.58
보라매,7호선,2,3,885622,0,0,21467,37.499872,126.920428,2.0,1273.8,83597.0,645.9242666503311,42451.73840164748,5.0,1.206,-0.05,667.5699999999999,591.64
샛강,9호선,2,2,432110,0,0,18195,37.517274,126.928422,2.0,762.1388888888889,2036.2777777777778,1505.5170170612632,3924.662580513845,6.5,4.67,0.35,136.725,82.7
오금,3호선,2,6,358553,0,0,18802,37.502129,127.128319,6.0,151.66666666666666,857.1666666666666,133.16880764084326,744.6173705691571,2.6666666666666665,0.7066666666666667,0.55,491.125,355.02
청구,6호선,2,2,96582,1,0,13921,37.560608,127.013986,4.0,684.7666666666667,34747.25,271.4635636468545,14476.89664092304,4.0,0.71575,4.5,586.63,126.38
삼각지,6호선,2,0,0,0,0,29316,37.535534,126.974032,1.0,1383.0,5627.0,1991.5586647855966,8103.037315074876,2.0,0.381,-0.4,215.32,215.32
동작(현충원),4호선,2,1,41956,0,1,7651,37.502852,126.980347,5.0,2852.7916666666665,11411.208333333334,4415.528109155642,22868.56952057963,3.4,2.5588,4.4399999999999995,321.202,4.36
