segment_id,이름_도경,이용자수_도경,누적기록_도경,거리km_도경,경사_도경,도시_도경,이름_동관,이용자수_동관,누적기록_동관,거리km_동관,경사_동관,이름_진숙,이용자수_진숙,누적기록_진숙,경사_진숙,거리km_진숙,출처,시작_위도,시작_경도,끝_위도,끝_경도
11230987,정발산 1회전,274.0,8675.0,1.57,-0.0,Goyang-si,,,,,,,,,,,도경 파일에만 존재,37.668059,126.780525,37.6681,126.780495
11272585,Seonjeongneung Park counterclockwise,1083.0,8996.0,2.04,0.0,Seoul,Seonjeongneung Park counterclockwise,1082.0,8994.0,2.04,0.0,Seonjeongneung Park counterclockwise,,,0.0,2.037,세 파일 모두 존재,37.509172,127.044347,37.509244,127.044269
11290422,,,,,,,탄천운~둔전교,3195.0,27645.0,1.81,-0.1,,,,,,동관 파일에만 존재,37.413344,127.121104,37.428823,127.11693
11290424,,,,,,,둔전~탄천운,5249.0,39597.0,1.95,0.3,,,,,,동관 파일에만 존재,37.428524,127.117615,37.412071,127.123106
11338494,"Gayang Dae Gyo south to north (가양대교, 남>북)",7782.0,9869.0,0.8,-1.1,Seoul,"Gayang Dae Gyo south to north (가양대교, 남>북)",7782.0,9865.0,0.8,-1.1,"Gayang Dae Gyo south to north (가양대교, 남>북)",7782.0,9865.0,-1.1,0.801,세 파일 모두 존재,37.567105,126.859624,37.573266,126.864233
11346975,,,,,,,용마산6시방향 정상까지 달리기!! 난이도 중,207.0,723.0,1.28,16.9,용마산6시방향 정상까지 달리기!! 난이도 중,207.0,723.0,16.9,1.282,동관+진숙 파일에 존재,37.562256,127.095687,37.570878,127.095638
11346988,용마산9시방향 정상까지 달리기!! 울고싶은 경사도,68.0,140.0,0.66,34.0,Seoul,용마산9시방향 정상까지 달리기!! 울고싶은 경사도,68.0,140.0,0.66,34.0,용마산9시방향 정상까지 달리기!! 울고싶은 경사도,68.0,140.0,34.0,0.661,세 파일 모두 존재,37.57729,127.090362,37.571371,127.09566
11401341,[얼공]1k후문→분수대(북)_@ddamdo,2982.0,49017.0,1.07,-0.5,Seoul,[얼공]1k후문→분수대(북)_@ddamdo,2981.0,49001.0,1.07,-0.5,[얼공]1k후문→분수대(북)_@ddamdo,,,-0.5,1.067,세 파일 모두 존재,37.551182,127.08666,37.549546,127.077856
11401366,[얼공]1k:분수대↔팔각정@ddamdo,55.0,61.0,1.0,-0.0,Seoul,,,,,,,,,,,도경 파일에만 존재,37.549451,127.078422,37.549434,127.078464
11407622,,,,,,,,,,,,[중랑천]5K_한천교↔녹천교(동)@ddamdo,,,0.0,5.144,진숙 파일에만 존재,37.626128,127.068636,37.626115,127.068559
11423749,,,,,,,[여의도]8K_2주차장기준한바퀴@ddamdo,1049.0,2261.0,8.22,-0.0,[여의도]8K_2주차장기준한바퀴@ddamdo,,,-0.0,8.215,동관+진숙 파일에 존재,37.528637,126.931716,37.52877,126.931568
11467937,한천교 → 당현4교,4264.0,42338.0,1.72,0.2,Seoul,한천교 → 당현4교,4263.0,42318.0,1.72,0.2,,,,,,도경+동관 파일에 존재,37.624839,127.069799,37.637661,127.059526
11537173,,,,,,,청계산 응봉,322.0,732.0,0.91,16.5,,,,,,동관 파일에만 존재,37.420469,127.012845,37.414061,127.013534
11605545,정발산로 climb,471.0,11560.0,0.77,5.7,Goyang-si,정발산로 climb,471.0,11560.0,0.77,5.7,,,,,,도경+동관 파일에 존재,37.668108,126.780536,37.661816,126.779038
11662397,중앙공원 1바퀴,2745.0,166881.0,1.56,0.0,Bucheon,중앙공원 1바퀴,2744.0,166839.0,1.56,0.0,,,,,,도경+동관 파일에 존재,37.49873,126.767856,37.498722,126.767902
11669141,,,,,,,UOS Track,652.0,63754.0,0.33,-0.1,,,,,,동관 파일에만 존재,37.585096,127.05709,37.585149,127.057163
11678790,,,,,,,OhgeumGyo - Foot Bridge,5033.0,42594.0,1.24,-0.0,OhgeumGyo - Foot Bridge,,,-0.0,1.237,동관+진숙 파일에 존재,37.509847,126.872781,37.518435,126.879274
11687717,인왕산자락길1,546.0,1917.0,2.27,2.4,Seoul,,,,,,,,,,,도경 파일에만 존재,37.575763,126.965642,37.591345,126.966396
11789643,Hospital Road,79.0,829.0,0.29,-0.4,Seoul,Hospital Road,79.0,829.0,0.29,-0.4,Hospital Road,,,-0.4,0.285,세 파일 모두 존재,37.512089,126.832608,37.51429,126.831164
11789704,Thr Climb,99.0,1340.0,0.31,9.2,Seoul,Thr Climb,99.0,1340.0,0.31,9.2,Thr Climb,,,9.2,0.314,세 파일 모두 존재,37.514248,126.831096,37.512843,126.829264
11789753,The Fall,138.0,2077.0,0.45,-2.9,Seoul,The Fall,138.0,2077.0,0.45,-2.9,The Fall,,,-2.9,0.451,세 파일 모두 존재,37.512897,126.82925,37.511172,126.832689
11845300,,,,,,,,,,,,Home Straight - Start,,,0.2,0.905,진숙 파일에만 존재,37.511084,126.891086,37.515471,126.882668
11845321,,,,,,,Mokdonggyo - Yangpyeonggyo,12162.0,63123.0,1.1,0.0,Mokdonggyo - Yangpyeonggyo,,,0.0,1.097,동관+진숙 파일에 존재,37.530775,126.889203,37.539991,126.888573
11845328,Yangyeonggyo - Yanghwagyo,11082.0,61347.0,1.04,-0.2,Seoul,,,,,,,,,,,도경 파일에만 존재,37.540206,126.888174,37.547724,126.881704
11845336,Yanghwagyo - Han,12829.0,74884.0,0.62,-0.7,Seoul,Yanghwagyo - Han,12827.0,74876.0,0.62,-0.7,,,,,,도경+동관 파일에 존재,37.548206,126.881084,37.553144,126.878001
11890967,삼막사 주차장-철탑 (런 1회전),191.0,760.0,6.68,0.0,Anyang,삼막사 주차장-철탑 (런 1회전),191.0,760.0,6.68,0.0,,,,,,도경+동관 파일에 존재,37.437028,126.92402,37.437153,126.92421
11913114,훼밀리아파트5KM-마트조형물시작,12.0,18.0,5.01,-0.1,Seoul,훼밀리아파트5KM-마트조형물시작,12.0,18.0,5.01,-0.1,,,,,,도경+동관 파일에 존재,37.49174,127.116785,37.491119,127.114273
12029811,왕숙교 출발 왕복 10키로,94.0,165.0,10.01,-0.0,Guri-si,왕숙교 출발 왕복 10키로,94.0,165.0,10.01,-0.0,,,,,,도경+동관 파일에 존재,37.603805,127.148825,37.60372,127.14892
12067541,Omokgyo Bridge E-W,870.0,3345.0,0.27,2.1,Seoul,Omokgyo Bridge E-W,870.0,3344.0,0.27,2.1,,,,,,도경+동관 파일에 존재,37.52359,126.881271,37.524004,126.87823
12067543,,,,,,,Omokgyo Br - Oh Guem Gyo Br,387.0,1561.0,1.81,-0.3,Omokgyo Br - Oh Guem Gyo Br,,,-0.3,1.806,동관+진숙 파일에 존재,37.524,126.87837,37.509697,126.872754
12075113,,,,,,,Ohgeumgyo - Shinjeonggyo - Reverse,6975.0,35191.0,1.05,-0.0,Ohgeumgyo - Shinjeonggyo - Reverse,,,-0.0,1.054,동관+진숙 파일에 존재,37.507729,126.874675,37.515648,126.880827
12075130,,,,,,,,,,,,Back Straight - Finish,,,0.4,0.861,진숙 파일에만 존재,37.515044,126.882284,37.510983,126.890427
12104629,Seoul 10kmer Hill 2 up,4300.0,16540.0,0.5,3.4,Seoul,Seoul 10kmer Hill 2 up,4299.0,16538.0,0.5,3.4,,,,,,도경+동관 파일에 존재,37.573744,126.883298,37.569875,126.880926
12104632,Seoul 10kmer Hill 2 Down,3962.0,15305.0,0.39,-6.5,Seoul,Seoul 10kmer Hill 2 Down,3962.0,15305.0,0.39,-6.5,,,,,,도경+동관 파일에 존재,37.570598,126.881535,37.567996,126.878834
12158666,순대타운,4471.0,40942.0,0.85,-0.5,Seoul,순대타운,4471.0,40921.0,0.85,-0.5,순대타운,,,-0.5,0.852,세 파일 모두 존재,37.484071,126.926072,37.48957,126.91998
12170501,고척근린공원-러닝트랙,429.0,22311.0,0.8,0.0,Seoul,고척근린공원-러닝트랙,428.0,22310.0,0.8,0.0,고척근린공원-러닝트랙,,,0.0,0.803,세 파일 모두 존재,37.504252,126.852127,37.50427,126.852132
12276391,SNU engineer hard uphill 600m,445.0,1375.0,0.65,10.2,Seoul,SNU engineer hard uphill 600m,445.0,1375.0,0.65,10.2,SNU engineer hard uphill 600m,444.0,1374.0,10.2,0.647,세 파일 모두 존재,37.453363,126.953617,37.447874,126.95209
12287096,,,,,,,Seonjeongneung Hill,1539.0,11497.0,0.48,4.2,Seonjeongneung Hill,,,4.2,0.478,동관+진숙 파일에 존재,37.509059,127.052889,37.510888,127.04891
12287132,Garlands,39.0,142.0,0.13,8.0,Seoul,Garlands,39.0,142.0,0.13,8.0,,,,,,도경+동관 파일에 존재,37.514818,127.037417,37.513854,127.037417
12306316,SNU subway to entrance uphill 650m,631.0,2305.0,0.68,9.2,Seoul,SNU subway to entrance uphill 650m,631.0,2304.0,0.68,9.2,SNU subway to entrance uphill 650m,,,9.2,0.679,세 파일 모두 존재,37.478014,126.952312,37.472035,126.953208
12324450,Head Over Heels,59.0,126.0,0.11,12.1,Seoul,,,,,,,,,,,도경 파일에만 존재,37.515196,127.04366,37.514257,127.043826
12324483,Song to the Siren,1717.0,15096.0,0.19,1.7,Seoul,,,,,,,,,,,도경 파일에만 존재,37.510132,127.04641,37.509355,127.044468
12333537,Memory Gongs,14685.0,65192.0,0.12,9.9,Seoul,Memory Gongs,14682.0,65171.0,0.12,9.9,Memory Gongs,,,9.9,0.119,세 파일 모두 존재,37.503671,127.069559,37.504296,127.068669
12360753,,,,,,,Eco Bridge to Top,154.0,547.0,0.24,16.3,,,,,,동관 파일에만 존재,37.493659,126.962367,37.493794,126.963954
12368034,I love apple pie,1614.0,2989.0,0.16,2.6,Seoul,I love apple pie,1614.0,2987.0,0.16,2.6,I love apple pie,,,2.6,0.162,세 파일 모두 존재,37.513505,127.060019,37.513766,127.058535
12368077,,,,,,,Rococo,694.0,1448.0,0.47,-0.4,,,,,,동관 파일에만 존재,37.507996,127.059239,37.510373,127.061748
12368195,Bongeunsa climb #4,1793.0,3642.0,0.14,7.2,Seoul,,,,,,,,,,,도경 파일에만 존재,37.513835,127.057237,37.513576,127.05578
12412903,"The smoke, the feeling ",541.0,1951.0,0.32,4.6,Seoul,,,,,,,,,,,도경 파일에만 존재,37.503853,127.067361,37.505532,127.068132
12434852,,,,,,,Hongdae walking path,2280.0,8266.0,1.31,0.0,,,,,,동관 파일에만 존재,37.567562,126.917281,37.558407,126.925479
12524981,깔딱계단,3397.0,9341.0,0.28,29.6,Seoul,깔딱계단,3397.0,9341.0,0.28,29.6,깔딱계단,3397.0,9341.0,29.6,0.28,세 파일 모두 존재,37.578852,127.103203,37.576816,127.101801
12651442,일산호수공원[휴레],4205.0,51459.0,4.81,0.0,Goyang-si,일산호수공원[휴레],4204.0,51451.0,4.81,0.0,,,,,,도경+동관 파일에 존재,37.657529,126.766067,37.657139,126.766407
12659994,정릉천 1km TT,1682.0,18248.0,1.02,-0.3,Seoul,,,,,,정릉천 1km TT,1684.0,18234.0,-0.3,1.018,도경+진숙 파일에 존재,37.5909,127.038935,37.582211,127.035648
12668369,,,,,,,일산역앞 공원1,1056.0,16267.0,0.8,0.9,,,,,,동관 파일에만 존재,37.68646,126.761018,37.682304,126.767901
12668375,,,,,,,일산역->풍산역,1079.0,12478.0,1.7,0.6,,,,,,동관 파일에만 존재,37.681507,126.769682,37.673577,126.785045
12736942,,,,,,,Coiner North Wall - Out East,1278.0,5160.0,0.46,0.9,,,,,,동관 파일에만 존재,37.545236,126.973372,37.545907,126.978455
12795384,과기대 흙운동장,79.0,646.0,0.28,-0.1,,,,,,,,,,,,도경 파일에만 존재,37.63012,127.077308,37.630126,127.077255
12869901,,,,,,,[HUMANRACE] 중랑TR 5K Course,2216.0,3484.0,5.03,0.0,[HUMANRACE] 중랑TR 5K Course,2218.0,3483.0,0.0,5.03,동관+진숙 파일에 존재,37.593188,127.069716,37.593081,127.069753
12871071,,,,,,,banpo to ichon,15703.0,64353.0,2.1,-0.3,banpo to ichon,,,-0.3,2.096,동관+진숙 파일에 존재,37.518446,126.993044,37.516851,126.970511
13061814,상수역-광흥창역,4199.0,4539.0,0.8,-0.9,Seoul,,,,,,,,,,,도경 파일에만 존재,37.547729,126.922256,37.547459,126.93118
13069367,양화대교(남->북),13440.0,21850.0,1.0,-1.2,Seoul,양화대교(남->북),13441.0,21843.0,1.0,-1.2,양화대교(남->북),,,-1.2,0.999,세 파일 모두 존재,37.539466,126.900762,37.546336,126.907938
13127102,Goduck 6km,680.0,7936.0,6.04,-0.1,Seoul,Goduck 6km,680.0,7931.0,6.04,-0.1,Goduck 6km,680.0,7931.0,-0.1,6.043,세 파일 모두 존재,37.55136,127.173589,37.55136,127.17375
13188666,,,,,,,,,,,,녹두-보라매공원 도림천 Stride 2.8K,,,-0.6,2.854,진숙 파일에만 존재,37.472009,126.933676,37.489506,126.920144
13207059,,,,,,,광명동굴 가는길 동측,72.0,346.0,0.86,12.3,,,,,,동관 파일에만 존재,37.430166,126.875072,37.425465,126.870901
13232366,광진교(북->남),3509.0,12971.0,0.95,-0.2,Seoul,광진교(북->남),3514.0,12967.0,0.95,-0.2,,,,,,도경+동관 파일에 존재,37.545958,127.109182,37.542866,127.119149
13378457,여의도LSD코스-8Km,2121.0,6338.0,8.2,0.0,Seoul,여의도LSD코스-8Km,2121.0,6338.0,8.2,0.0,여의도LSD코스-8Km,,,0.0,8.198,세 파일 모두 존재,37.533447,126.909824,37.533583,126.909259
13390336,,,,,,,구리암사대교구리,491.0,1495.0,1.76,0.4,,,,,,동관 파일에만 존재,37.564963,127.132518,37.571609,127.12681
13391218,Namhan St - Gate,1140.0,2251.0,4.09,6.2,Seongnam-si,,,,,,,,,,,도경 파일에만 존재,37.457271,127.150222,37.473374,127.180782
13407103,,,,,,,Achasan warming-up trail for JJong,52.0,356.0,1.09,3.5,,,,,,동관 파일에만 존재,37.544232,127.097462,37.552211,127.101377
13409751,,,,,,,옥레발 조깅코스,385.0,1481.0,3.5,-0.0,,,,,,동관 파일에만 존재,37.48975,126.86087,37.474541,126.87675
13409923,,,,,,,서경대[Circle],180.0,17166.0,0.3,0.4,,,,,,동관 파일에만 존재,37.615238,127.013103,37.615274,127.013123
13414437,상암TR코스1,56.0,216.0,9.79,-0.0,Seoul,상암TR코스1,56.0,216.0,9.79,-0.0,,,,,,도경+동관 파일에 존재,37.565694,126.896539,37.565573,126.896708
13422108,Banpo to Hannam 1Mile,18659.0,96068.0,1.62,0.0,Seoul,,,,,,,,,,,도경 파일에만 존재,37.519703,126.994868,37.528922,127.008241
13497356,Mapo Bridge East side (N to S),4137.0,8768.0,1.0,0.0,Seoul,,,,,,,,,,,도경 파일에만 존재,37.536097,126.940938,37.53054,126.932081
13521014,,,,,,,Shindorim - Ohgeumgyo Loop - Clockwise,18.0,72.0,5.06,-0.1,,,,,,동관 파일에만 존재,37.510969,126.890457,37.511184,126.89092
13523379,Dirt Track Lap,1375.0,54206.0,0.43,0.0,Seoul,Dirt Track Lap,1372.0,54172.0,0.43,0.0,Dirt Track Lap,,,0.0,0.428,세 파일 모두 존재,37.527843,127.020142,37.527841,127.020145
13527829,,,,,,,Eungam river,2933.0,28941.0,1.09,-0.2,Eungam river,2934.0,28927.0,-0.2,1.086,동관+진숙 파일에 존재,37.594133,126.915131,37.585007,126.911765
13529134,소래산_800계단,343.0,1204.0,0.47,33.3,Incheon,소래산_800계단,343.0,1204.0,0.47,33.3,,,,,,도경+동관 파일에 존재,37.450634,126.774668,37.451803,126.77867
13579379,Crossing - downhill,66.0,856.0,0.54,0.6,Seoul,,,,,,,,,,,도경 파일에만 존재,37.514291,126.887173,37.515455,126.882922
13585492,일감호,680.0,10807.0,1.08,-0.0,Seoul,일감호,680.0,10802.0,1.08,-0.0,일감호,,,-0.0,1.078,세 파일 모두 존재,37.539333,127.076826,37.539252,127.076664
13611564,Winding path down the hill,34.0,301.0,0.41,-4.0,Seoul,Winding path down the hill,34.0,301.0,0.41,-4.0,Winding path down the hill,34.0,301.0,-4.0,0.405,세 파일 모두 존재,37.588762,127.04709,37.591416,127.046297
13628000,,,,,,,Observatory uphill,289.0,615.0,1.69,12.0,,,,,,동관 파일에만 존재,37.473655,127.02944,37.473168,127.014518
13632454,KR-Seoul: Yangjae Stream: Downstream-Upstream 5km,1473.0,10857.0,4.99,0.1,Seoul,KR-Seoul: Yangjae Stream: Downstream-Upstream 5km,1473.0,10857.0,4.99,0.1,KR-Seoul: Yangjae Stream: Downstream-Upstream 5km,,,0.1,4.994,세 파일 모두 존재,37.487555,127.055936,37.487032,127.056135
13637576,KR-Seoul: Dogok-ro - Teheran-ro 1km Block,197.0,505.0,0.92,1.2,Seoul,,,,,,KR-Seoul: Dogok-ro - Teheran-ro 1km Block,,,1.2,0.919,도경+진숙 파일에 존재,37.494357,127.047089,37.502066,127.043293
13640932,신대방역-대림역,2760.0,11668.0,2.41,-0.1,Seoul,신대방역-대림역,2760.0,11667.0,2.41,-0.1,,,,,,도경+동관 파일에 존재,37.489061,126.915465,37.49174,126.895415
13677796,Skate Track - anti clockwise ,3099.0,189951.0,0.36,0.0,Seoul,Skate Track - anti clockwise ,3097.0,189819.0,0.36,0.0,Skate Track - anti clockwise ,,,0.0,0.358,세 파일 모두 존재,37.517243,126.880504,37.517241,126.880485
13788190,주차장기준 시계방향으로 한바퀴,271.0,1266.0,4.54,-0.1,Seoul,,,,,,주차장기준 시계방향으로 한바퀴,,,-0.1,4.541,도경+진숙 파일에 존재,37.597863,127.115192,37.597708,127.114873
13794817,잠실대교>청담대교,8012.0,25763.0,2.02,-0.2,Seoul,잠실대교>청담대교,8024.0,25754.0,2.02,-0.2,,,,,,도경+동관 파일에 존재,37.527847,127.088528,37.529363,127.06644
13810236,Sinbanpo Track 800m,7705.0,522267.0,0.82,-0.1,Seoul,,,,,,,,,,,도경 파일에만 존재,37.501021,126.994576,37.500895,126.994133
13834970,,,,,,,삼거리-고구려정,3967.0,10405.0,1.96,-6.2,,,,,,동관 파일에만 존재,37.573179,127.101216,37.558369,127.10239
13873770,휴레 우장산TR A코스,922.0,18030.0,1.54,0.0,Seoul,휴레 우장산TR A코스,922.0,18025.0,1.54,0.0,휴레 우장산TR A코스,,,0.0,1.54,세 파일 모두 존재,37.549154,126.842697,37.549197,126.842644
13873850,휴레 우장산TR B코스 900m,851.0,9208.0,0.92,5.0,Seoul,휴레 우장산TR B코스 900m,851.0,9208.0,0.92,5.0,휴레 우장산TR B코스 900m,,,5.0,0.922,세 파일 모두 존재,37.553883,126.843524,37.551265,126.84231
13875662,[hirun]망원정8km_몸풀기코스1,31.0,71.0,8.39,0.0,Seoul,[hirun]망원정8km_몸풀기코스1,31.0,71.0,8.39,0.0,,,,,,도경+동관 파일에 존재,37.549706,126.902333,37.549652,126.902404
14091996,석촌고분공원(반시계방향),608.0,18604.0,0.85,-0.1,Seoul,석촌고분공원(반시계방향),608.0,18594.0,0.85,-0.1,석촌고분공원(반시계방향),,,-0.1,0.847,세 파일 모두 존재,37.501406,127.102458,37.501372,127.102367
14144958,은평뉴타운 - 앞에,147.0,1086.0,1.05,0.4,Seoul,,,,,,,,,,,도경 파일에만 존재,37.630691,126.919518,37.629688,126.930127
14144964,은평뉴타운 - 옆에,161.0,825.0,1.44,-1.4,Seoul,은평뉴타운 - 옆에,161.0,825.0,1.44,-1.4,,,,,,도경+동관 파일에 존재,37.62684,126.919484,37.639172,126.916518
14144972,은평뉴타운 - 안에,31.0,147.0,1.3,-2.0,Seoul,,,,,,,,,,,도경 파일에만 존재,37.633873,126.931801,37.63444,126.917396
14164266,일산 호수공원 [전시관코스 by HOya],4332.0,52989.0,4.83,0.0,Goyang-si,일산 호수공원 [전시관코스 by HOya],4332.0,52983.0,4.83,0.0,,,,,,도경+동관 파일에 존재,37.650011,126.771223,37.650051,126.771246
14201892,,,,,,,상암구름다리,8013.0,19531.0,0.22,5.9,상암구름다리,8013.0,19528.0,5.9,0.225,동관+진숙 파일에 존재,37.56052,126.889403,37.560929,126.891083
14412611,Around Noeul and Haneul Park,3239.0,26868.0,5.89,-0.0,Seoul,Around Noeul and Haneul Park,3239.0,26866.0,5.89,-0.0,Around Noeul and Haneul Park,3238.0,26862.0,-0.0,5.892,세 파일 모두 존재,37.576018,126.880205,37.575966,126.880337
14482047,Gwangmyeong Athletics track,1636.0,675873.0,0.42,0.0,Gwangmyeong-si,Gwangmyeong Athletics track,1637.0,675688.0,0.42,0.0,,,,,,도경+동관 파일에 존재,37.461863,126.872239,37.461878,126.872204
14525362,중산트랙,929.0,188429.0,0.45,0.0,Goyang-si,중산트랙,929.0,188274.0,0.45,0.0,,,,,,도경+동관 파일에 존재,37.691416,126.77871,37.691552,126.778737
14533751,오금교-고척교,6253.0,32656.0,0.96,0.0,Seoul,,,,,,,,,,,도경 파일에만 존재,37.507444,126.874253,37.49918,126.871272
14556625,고척교-안양교,5054.0,23080.0,0.71,0.0,Seoul,,,,,,고척교-안양교,,,0.0,0.708,도경+진숙 파일에 존재,37.498419,126.871072,37.492201,126.871423
14556634,안양교-광명교,5999.0,26635.0,0.74,-0.5,Seoul,안양교-광명교,5996.0,26620.0,0.74,-0.5,,,,,,도경+동관 파일에 존재,37.491776,126.871517,37.4852,126.872989
14556641,광명교-안양교,6951.0,26843.0,0.76,0.4,Seoul,광명교-안양교,7052.0,26825.0,0.76,0.4,,,,,,도경+동관 파일에 존재,37.485234,126.872963,37.491953,126.871394
14556645,안양교-고척교,5770.0,22066.0,0.71,-0.0,Seoul,,,,,,,,,,,도경 파일에만 존재,37.492151,126.871333,37.498451,126.871023
14608336,서원동성당-신림3교,3098.0,23106.0,1.04,0.0,Seoul,서원동성당-신림3교,3095.0,23093.0,1.04,0.0,서원동성당-신림3교,,,0.0,1.043,세 파일 모두 존재,37.478162,126.933188,37.472405,126.93326
14657070,쌍문동 둘리런 ,126.0,665.0,4.77,1.6,Seoul,쌍문동 둘리런 ,126.0,664.0,4.77,1.6,쌍문동 둘리런 ,126.0,664.0,1.6,4.767,세 파일 모두 존재,37.646913,127.025889,37.646993,127.025545
14657111,둘리 VS 고길동,2473.0,37980.0,1.41,-2.1,Seoul,둘리 VS 고길동,2472.0,37962.0,1.41,-2.1,둘리 VS 고길동,2472.0,37957.0,-2.1,1.414,세 파일 모두 존재,37.641724,127.032837,37.631745,127.040985
14700901,빅토뤼아Loop,75.0,226.0,10.02,-0.0,Seoul,,,,,,,,,,,도경 파일에만 존재,37.524328,126.879018,37.525089,126.87834
14710004,SLakeCircle Start East,10664.0,168025.0,2.65,0.0,Seoul,SLakeCircle Start East,10662.0,167998.0,2.65,0.0,SLakeCircle Start East,,,0.0,2.652,세 파일 모두 존재,37.513088,127.106923,37.512999,127.107182
14909542,Yeouido Riverfront Mile,1726.0,2753.0,1.62,-0.1,Seoul,,,,,,,,,,,도경 파일에만 존재,37.531519,126.929069,37.535859,126.911682
14923511,,,,,,,,,,,,Seoul 10ker - Straight 2,10139.0,68642.0,0.0,2.242,진숙 파일에만 존재,37.574734,126.867455,37.562817,126.887733
14923594,,,,,,,Final Stretch,2957.0,4139.0,0.78,-1.5,,,,,,동관 파일에만 존재,37.450547,127.106018,37.457469,127.107444
14931197,,,,,,,Bongsan Peak to Park - Eunpyeong Trail,865.0,1428.0,3.61,-3.7,,,,,,동관 파일에만 존재,37.612092,126.901195,37.585318,126.902568
14972710,부천종합운동장 인라인트랙,3355.0,305746.0,0.72,0.4,Bucheon,부천종합운동장 인라인트랙,3354.0,305673.0,0.72,0.4,,,,,,도경+동관 파일에 존재,37.503722,126.798639,37.503786,126.799089
15016882,[HUMANRACE] 뚝섬TR 10K,276.0,579.0,10.01,0.0,Seoul,[HUMANRACE] 뚝섬TR 10K,276.0,579.0,10.01,0.0,[HUMANRACE] 뚝섬TR 10K,,,0.0,10.007,세 파일 모두 존재,37.531012,127.065154,37.531161,127.064356
15048026,,,,,,,,,,,,염강나들목 to 방화대교 (4.5km) [gjpark],2653.0,8420.0,-0.0,4.546,진숙 파일에만 존재,37.562523,126.864854,37.584329,126.821798
15051627,부천보조경기장트랙,166.0,35911.0,0.4,0.0,Bucheon,부천보조경기장트랙,166.0,35911.0,0.4,0.0,,,,,,도경+동관 파일에 존재,37.504839,126.799944,37.504848,126.799924
15088931,canal parkway oob,64.0,102.0,7.72,-0.2,Seoul,canal parkway oob,64.0,102.0,7.72,-0.2,canal parkway oob,,,-0.2,7.723,세 파일 모두 존재,37.500283,127.072385,37.500216,127.073746
15101592,[HUMANRACE] University of seoul_Campus_Right,316.0,16199.0,1.41,0.0,Seoul,[HUMANRACE] University of seoul_Campus_Right,316.0,16198.0,1.41,0.0,[HUMANRACE] University of seoul_Campus_Right,316.0,16198.0,0.0,1.411,세 파일 모두 존재,37.583218,127.05546,37.583228,127.055458
15105836,관악산입구 임도길1회전,440.0,4329.0,3.11,-0.1,Seoul,관악산입구 임도길1회전,440.0,4328.0,3.11,-0.1,관악산입구 임도길1회전,,,-0.1,3.113,세 파일 모두 존재,37.468211,126.946354,37.468205,126.946247
15153144,관악산 과천교회 > 산불감시초소(업힐),35.0,84.0,0.76,22.3,Gwacheon-si,관악산 과천교회 > 산불감시초소(업힐),35.0,84.0,0.76,22.3,,,,,,도경+동관 파일에 존재,37.435106,126.990981,37.438186,126.985191
15215711,지도공원(up&down) 5바퀴(약3.5km),422.0,4876.0,3.52,-0.0,Goyang-si,지도공원(up&down) 5바퀴(약3.5km),422.0,4874.0,3.52,-0.0,,,,,,도경+동관 파일에 존재,37.626884,126.82796,37.62664,126.827877
15225787,잠실TR 10KM,254.0,867.0,10.02,-0.0,Seoul,잠실TR 10KM,254.0,867.0,10.02,-0.0,잠실TR 10KM,,,-0.0,10.018,세 파일 모두 존재,37.518287,127.081544,37.518081,127.081515
15225794,마포TR 6KM,706.0,1411.0,5.93,-0.0,Seoul,마포TR 6KM,706.0,1410.0,5.93,-0.0,,,,,,도경+동관 파일에 존재,37.538001,126.941005,37.538549,126.940695
15230808,,,,,,,segment,2077.0,4228.0,0.72,9.2,,,,,,동관 파일에만 존재,37.486723,127.102242,37.482295,127.098291
15266531,Cheonggae Plaza to Cheonggae 3-ga,27465.0,54442.0,1.23,-3.8,Seoul,Cheonggae Plaza to Cheonggae 3-ga,27459.0,54425.0,1.23,-3.8,Cheonggae Plaza to Cheonggae 3-ga,27451.0,54410.0,-3.8,1.226,세 파일 모두 존재,37.569107,126.979088,37.568439,126.992393
15362922,Climb,239.0,633.0,0.53,3.4,Seoul,,,,,,,,,,,도경 파일에만 존재,37.519762,127.056959,37.516232,127.053953
15402974,일산 호수공원 [폭포광장 1바퀴 by HOya],710.0,1900.0,1.01,-0.0,Goyang-si,,,,,,,,,,,도경 파일에만 존재,37.650452,126.76755,37.650363,126.767689
15762367,도봉 중랑천#1,53.0,146.0,4.02,0.1,Seoul,,,,,,,,,,,도경 파일에만 존재,37.652747,127.053648,37.671192,127.049319
15767911,여마클 10km,54.0,184.0,10.01,-0.0,Seoul,여마클 10km,54.0,184.0,10.01,-0.0,여마클 10km,,,-0.0,10.007,세 파일 모두 존재,37.524762,126.936428,37.524552,126.93668
15767923,당산철교 10km,103.0,154.0,10.01,-0.1,Seoul,당산철교 10km,103.0,154.0,10.01,-0.1,,,,,,도경+동관 파일에 존재,37.536628,126.90535,37.536784,126.905151
15776404,여의도 8.2km,883.0,2104.0,8.15,0.0,Seoul,여의도 8.2km,888.0,2103.0,8.15,0.0,여의도 8.2km,,,0.0,8.151,세 파일 모두 존재,37.529377,126.91072,37.529348,126.910656
